U.S. HOUSE OF REPRESENTATIVES ELECTIONS 2008
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,20081104,N/A,New Jersey,5,8,0,"1,461,820","1,911,827","64,333","450,007",D,43.33,56.67
House,20081104,N/A,New Mexico,0,3,0,"321,083","457,135","36,348","136,052",D,41.26,58.74
House,20081104,N/A,New York,3,26,0,"2,034,784","4,286,047","69,685","2,251,263",D,32.19,67.81
House,20081104,N/A,North Carolina,5,8,0,"1,901,517","2,293,971","19,605","392,454",D,45.32,54.68
House,20081104,N/A,North Dakota,0,1,0,"119,388","194,577",0,"75,189",D,38.03,61.97
House,20081104,N/A,Ohio,8,10,0,"2,491,498","2,752,111","130,731","260,613",D,47.51,52.49
House,20081104,N/A,Oklahoma,4,1,0,"802,530","503,614","30,783","298,916",R,61.44,38.56
House,20081104,N/A,Oregon,1,4,0,"435,920","1,036,171","210,418","600,251",D,29.61,70.39
House,20081104,N/A,Pennsylvania,7,12,0,"2,520,805","3,209,168","57,931","688,363",D,43.99,56.01
House,20081104,N/A,Rhode Island,0,2,0,"118,773","303,670","15,789","184,897",D,28.12,71.88
House,20081104,N/A,South Carolina,4,2,0,"939,703","919,529","14,658","20,174",R,50.54,49.46
House,20081104,N/A,South Dakota,0,1,0,"122,966","256,041",0,"133,075",D,32.44,67.56
House,20081104,N/A,Tennessee,4,5,0,"977,677","1,195,542","128,666","217,865",D,44.99,55.01
House,20081104,N/A,Texas,20,12,0,"4,203,917","2,979,398","345,307","1,224,519",R,58.52,41.48
House,20081104,N/A,Utah,2,1,0,"503,917","393,761","39,161","110,156",R,56.14,43.86
House,20081104,N/A,Vermont,0,1,0,0,"248,203","49,948","198,255",D,.00,100.00
House,20081104,N/A,Virginia,5,6,0,"1,590,687","1,852,788","51,880","262,101",D,46.19,53.81
House,20081104,N/A,Washington,3,6,0,"1,189,147","1,725,316",0,"536,169",D,40.80,59.20
House,20081104,N/A,West Virginia,1,2,0,"213,339","432,075",146,"218,736",D,33.05,66.95
House,20081104,N/A,Wisconsin,3,5,0,"1,274,987","1,383,536","116,651","108,549",D,47.96,52.04
House,20081104,N/A,Wyoming,1,0,0,"131,244","106,758","11,393","24,486",R,55.14,44.86
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,178,257,0,"120,720,320","52,187,151","65,247,248","3,285,921","13,060,097",D,43.23,54.05,2.72,44.44,55.56
