U.S. HOUSE OF REPRESENTATIVES ELECTIONS 1986
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,19861104,N/A,Mississippi,1,4,0,"208,037","315,526",0,"107,489",D,39.73,60.27
House,19861104,N/A,Missouri,4,5,0,"599,520","827,857","2,204","228,337",D,42.00,58.00
House,19861104,N/A,Montana,1,1,0,"145,778","172,084",0,"26,306",D,45.86,54.14
House,19861104,N/A,Nebraska,3,0,0,"358,326","196,691",420,"161,635",R,64.56,35.44
House,19861104,N/A,Nevada,1,1,0,"133,821","121,263","2,145","12,558",R,52.46,47.54
House,19861104,N/A,New Hampshire,2,0,0,"156,218","84,475",54,"71,743",R,64.90,35.10
House,19861104,N/A,New Jersey,6,8,0,"738,901","802,762","11,882","63,861",D,47.93,52.07
House,19861104,N/A,New Mexico,2,1,0,"206,815","178,822",18,"27,993",R,53.63,46.37
House,19861104,N/A,New York,14,20,0,"1,664,604","2,131,745","107,262","467,141",D,43.85,56.15
House,19861104,N/A,North Carolina,3,8,0,"682,447","890,058",0,"207,611",D,43.40,56.60
House,19861104,N/A,North Dakota,0,1,0,"66,989","216,258","3,114","149,269",D,23.65,76.35
House,19861104,N/A,Ohio,10,11,0,"1,536,105","1,512,037","18,710","24,068",R,50.39,49.61
House,19861104,N/A,Oklahoma,2,4,0,"291,098","430,454","3,455","139,356",D,40.34,59.66
House,19861104,N/A,Oregon,2,3,0,"446,462","584,763",319,"138,301",D,43.29,56.71
House,19861104,N/A,Pennsylvania,11,12,0,"1,525,803","1,762,935","17,639","237,132",D,46.39,53.61
House,19861104,N/A,Rhode Island,1,1,0,"176,000","129,663",0,"46,337",R,57.58,42.42
House,19861104,N/A,South Carolina,2,4,0,"261,489","453,232","2,145","191,743",D,36.59,63.41
House,19861104,N/A,South Dakota,0,1,0,"118,261","171,462",0,"53,201",D,40.82,59.18
House,19861104,N/A,Tennessee,3,6,0,"448,987","636,374","19,868","187,387",D,41.37,58.63
House,19861104,N/A,Texas,10,17,0,"1,263,413","1,716,978","30,015","453,565",D,42.39,57.61
House,19861104,N/A,Utah,2,1,0,"229,717","196,683","2,395","33,034",R,53.87,46.13
House,19861104,N/A,Vermont,1,0,0,"168,403",0,"20,551","147,852",R,100.00,.00
House,19861104,N/A,Virginia,5,5,0,"466,747","544,951","31,654","78,204",D,46.14,53.86
House,19861104,N/A,Washington,3,5,0,"527,158","767,678",0,"240,520",D,40.71,59.29
House,19861104,N/A,West Virginia,0,4,0,"96,864","298,956",0,"202,092",D,24.47,75.53
House,19861104,N/A,Wisconsin,4,5,0,"668,708","704,113","10,320","35,405",D,48.71,51.29
House,19861104,N/A,Wyoming,1,0,0,"111,007","48,780",0,"62,227",R,69.47,30.53
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,177,258,0,"59,899,733","26,599,585","32,758,176","541,972","6,158,591",D,44.41,54.69,.90,44.81,55.19
