U.S. HOUSE OF REPRESENTATIVES ELECTIONS 2002
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,20021105,N/A,New Hampshire,2,0,0,"254,797","175,905","12,741","78,892",R,59.16,40.84
House,20021105,N/A,New Jersey,6,7,0,"933,964","1,030,204","41,891","96,240",D,47.55,52.45
House,20021105,N/A,New Mexico,2,1,0,"175,342","262,100",82,"86,758",D,40.08,59.92
House,20021105,N/A,New York,10,19,0,"1,770,532","1,924,769","126,312","154,237",D,47.91,52.09
House,20021105,N/A,North Carolina,7,6,0,"1,209,033","970,716","64,400","238,317",R,55.47,44.53
House,20021105,N/A,North Dakota,0,1,0,"109,957","121,073",0,"11,116",D,47.59,52.41
House,20021105,N/A,Ohio,12,6,0,"1,775,555","1,331,614","50,854","443,941",R,57.14,42.86
House,20021105,N/A,Oklahoma,4,1,0,"546,832","391,927","63,093","154,905",R,58.25,41.75
House,20021105,N/A,Oregon,1,4,0,"528,997","676,920","34,398","147,923",D,43.87,56.13
House,20021105,N/A,Pennsylvania,12,7,0,"1,859,270","1,348,665","102,378","510,605",R,57.96,42.04
House,20021105,N/A,Rhode Island,0,2,0,"97,137","224,676","6,833","127,539",D,30.18,69.82
House,20021105,N/A,South Carolina,4,2,0,"569,537","346,876","69,021","222,661",R,62.15,37.85
House,20021105,N/A,South Dakota,1,0,0,"180,023","153,656","3,128","26,367",R,53.95,46.05
House,20021105,N/A,Tennessee,4,5,0,"770,514","708,290","50,505","62,224",R,52.10,47.90
House,20021105,N/A,Texas,15,17,0,"2,290,723","1,885,178","119,309","405,545",R,54.86,45.14
House,20021105,N/A,Utah,2,1,0,"321,986","221,401","13,766","100,585",R,59.26,40.74
House,20021105,N/A,Vermont,0,0,1,"72,813",0,"152,663","79,850",O,100.00,.00
House,20021105,N/A,Virginia,8,3,0,"1,007,749","440,478","68,255","567,271",R,69.59,30.41
House,20021105,N/A,Washington,3,6,0,"778,922","907,440","52,754","128,518",D,46.19,53.81
House,20021105,N/A,West Virginia,1,2,0,"135,505","264,124",320,"128,619",D,33.91,66.09
House,20021105,N/A,Wisconsin,4,4,0,"889,146","676,925","71,475","212,221",R,56.78,43.22
House,20021105,N/A,Wyoming,1,0,0,"110,229","65,961","5,962","44,268",R,62.56,37.44
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,229,205,1,"73,449,133","37,387,921","33,758,288","2,302,924","3,629,633",R,50.90,45.96,3.14,52.55,47.45
