U.S. HOUSE OF REPRESENTATIVES ELECTIONS 1990
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,19901106,N/A,North Dakota,0,1,0,"81,443","152,530",6,"71,087",D,34.81,65.19
House,19901106,N/A,Ohio,10,11,0,"1,590,381","1,811,626","21,291","221,245",D,46.75,53.25
House,19901106,N/A,Oklahoma,2,4,0,"337,590","519,047",0,"181,457",D,39.41,60.59
House,19901106,N/A,Oregon,1,4,0,"342,246","667,258","43,197","325,012",D,33.90,66.10
House,19901106,N/A,Pennsylvania,12,11,0,"1,552,475","1,292,717","5,795","259,758",R,54.56,45.44
House,19901106,N/A,Rhode Island,1,1,0,"164,916","181,949",0,"17,033",D,47.54,52.46
House,19901106,N/A,South Carolina,2,4,0,"274,650","382,939","12,450","108,289",D,41.77,58.23
House,19901106,N/A,South Dakota,0,1,0,"83,484","173,814",0,"90,330",D,32.45,67.55
House,19901106,N/A,Tennessee,3,6,0,"288,633","369,294","58,945","80,661",D,43.87,56.13
House,19901106,N/A,Texas,8,19,0,"1,498,096","1,763,432","16,730","265,336",D,45.93,54.07
House,19901106,N/A,Utah,1,2,0,"191,067","233,821","17,325","42,754",D,44.97,55.03
House,19901106,N/A,Vermont,0,0,1,"82,938","6,315","120,603","37,665",O,92.92,7.08
House,19901106,N/A,Virginia,4,6,0,"410,941","662,800","79,133","251,859",D,38.27,61.73
House,19901106,N/A,Washington,3,5,0,"596,407","696,275","20,535","99,868",D,46.14,53.86
House,19901106,N/A,West Virginia,0,4,0,"123,311","251,298",0,"127,987",D,32.92,67.08
House,19901106,N/A,Wisconsin,5,4,0,"651,569","597,332","7,087","54,237",R,52.17,47.83
House,19901106,N/A,Wyoming,1,0,0,"87,078","70,977",0,"16,101",R,55.09,44.91
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,167,267,1,"62,407,173","28,052,184","33,052,166","1,302,823","4,999,982",D,44.95,52.96,2.09,45.91,54.09
