U.S. HOUSE OF REPRESENTATIVES ELECTIONS 2004
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,20041102,N/A,Nebraska,3,0,0,"515,115","230,697","19,160","284,418",R,69.07,30.93
House,20041102,N/A,Nevada,2,1,0,"420,711","333,912","36,810","86,799",R,55.75,44.25
House,20041102,N/A,New Hampshire,2,0,0,"396,024","243,506","12,036","152,518",R,61.92,38.08
House,20041102,N/A,New Jersey,6,7,0,"1,514,784","1,721,392","48,419","206,608",D,46.81,53.19
House,20041102,N/A,New Mexico,2,1,0,"357,805","384,900",194,"27,095",D,48.18,51.82
House,20041102,N/A,New York,9,20,0,"2,448,345","3,681,789","92,284","1,233,444",D,39.94,60.06
House,20041102,N/A,North Carolina,7,6,0,"1,743,131","1,669,864",76,"73,267",R,51.07,48.93
House,20041102,N/A,North Dakota,0,1,0,"125,684","185,130",0,"59,446",D,40.44,59.56
House,20041102,N/A,Ohio,12,6,0,"2,650,122","2,514,615","18,771","135,507",R,51.31,48.69
House,20041102,N/A,Oklahoma,4,1,0,"875,033","389,029","110,548","486,004",R,69.22,30.78
House,20041102,N/A,Oregon,1,4,0,"761,545","951,688","59,073","190,143",D,44.45,55.55
House,20041102,N/A,Pennsylvania,12,7,0,"2,565,077","2,478,239","108,958","86,838",R,50.86,49.14
House,20041102,N/A,Rhode Island,0,2,0,"112,958","279,315","9,902","166,357",D,28.80,71.20
House,20041102,N/A,South Carolina,4,2,0,"917,325","486,479","35,314","430,846",R,65.35,34.65
House,20041102,N/A,South Dakota,0,1,0,"178,823","207,837","2,808","29,014",D,46.25,53.75
House,20041102,N/A,Tennessee,4,5,0,"1,160,821","1,031,959","25,958","128,862",R,52.94,47.06
House,20041102,N/A,Texas,21,11,0,"4,012,534","2,713,968","232,101","1,298,566",R,59.65,40.35
House,20041102,N/A,Utah,2,1,0,"520,403","361,628","26,826","158,775",R,59.00,41.00
House,20041102,N/A,Vermont,0,0,1,"74,271","21,684","209,053","134,782",O,77.40,22.60
House,20041102,N/A,Virginia,8,3,0,"1,817,422","1,023,187","163,398","794,235",R,63.98,36.02
House,20041102,N/A,Washington,3,6,0,"1,095,493","1,608,751","25,751","513,258",D,40.51,59.49
House,20041102,N/A,West Virginia,1,2,0,"303,042","415,396","3,218","112,354",D,42.18,57.82
House,20041102,N/A,Wisconsin,4,4,0,"1,380,819","1,368,537","77,851","12,282",R,50.22,49.78
House,20041102,N/A,Wyoming,1,0,0,"132,107","99,989","6,938","32,118",R,56.92,43.08
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,232,202,1,"111,619,190","55,956,623","52,971,423","2,691,144","2,985,200",R,50.13,47.46,2.41,51.37,48.63
