U.S. HOUSE OF REPRESENTATIVES ELECTIONS 1992
,
Office,RaceDate,CensusPop,Area,RepWinner,DemWinner,OtherWinner,RepVotes,DemVotes,OtherVotes,PluralityVotes,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent
House,19921103,N/A,Utah,1,2,0,"362,363","331,479","33,442","30,884",R,52.23,47.77
House,19921103,N/A,Vermont,0,0,1,"86,901","22,279","172,446","85,545",O,79.59,20.41
House,19921103,N/A,Virginia,4,7,0,"1,142,649","1,148,570","76,828","5,921",D,49.87,50.13
House,19921103,N/A,Washington,1,8,0,"911,913","1,236,665","74,580","324,752",D,42.44,57.56
House,19921103,N/A,West Virginia,0,3,0,"123,114","439,191",0,"316,077",D,21.89,78.11
House,19921103,N/A,Wisconsin,5,4,0,"1,210,827","1,153,862","23,241","56,965",R,51.20,48.80
House,19921103,N/A,Wyoming,1,0,0,"113,882","77,418","5,677","36,464",R,59.53,40.47
,
CensusPopAll,AreaAll,RepWinnerAll,DemWinnerAll,OtherWinnerAll,TotalVotesAll,RepVotesAll,DemVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United State,177,256,1,"96,583,784","44,054,816","49,081,651","3,447,317","5,026,835",D,45.61,50.82,3.57,47.30,52.70
